Set,Sentence1,Sentence2,Label,id,predicted,error_type
train,The circumstances of one ’s conception do not determine a person ’s worth .,abortion,CON,1005,PRO,flipped
dev,"Likewise wearing home clothes can show affiliation to sports teams , to TV series , or to bands and this can then cause arguments between the ' rival ' teams .",school uniforms,PRO,23969,PRO,correct
train,In effect he advocated the refusal to choose between woman or child to be .,abortion,NEU,3039,CON,polarized
train,"Meanwhile , a study last year found that , at a conservative estimate , "" more than 4 percent of inmates sentenced to death in the United States are probably innocent . """,death penalty,CON,9562,CON,correct
train,"In the context of maintaining social order , guns do serve a purpose to allow the civil authorities to impose force on violent people ( giving the police the ability to defend themselves on the job ) , but the idea that this force should be distrusted to everybody in society is just insane .",gun control,PRO,13781,PRO,correct
train,"Swiss Green Party advocates for a quicker atomic power exit have cited worries about an aging atomic capability , with Beznau I the oldest operating nuclear power station in the world , having been started in 1969 .",nuclear energy,CON,19426,CON,correct
test,Another common concern is that cloning is morally wrong because it oversteps the boundaries of humans ’ role in scientific research and development .,cloning,CON,6589,PRO,flipped
test,"The Ipsos Mori poll found that nuclear had the lowest support of any established technology for generating electricity , with 38 % .",nuclear energy,NEU,20515,CON,polarized
train,"Secular support has also slipped , down from 78 % in 1996 to 60 % today .",death penalty,CON,7825,CON,correct
train,"By 1992 the survey found 79 % of economists in agreement with that statement , and by 2000 , 45.6 % were in full agreement with the statement and 27.9 % agreed with provisos ( 73.5 % total ) .",minimum wage,NEU,17674,NEU,correct
test,"In NARAL we generally emphasized the drama of the individual case , not the mass statistics , but when we spoke of the latter it was always "" 5,000-10 ,000 deaths a year . """,abortion,NEU,2778,PRO,polarized
test,In this way LFTR designs can actually consume the still substantial heat of nuclear waste to generate useful electrical power from this formerly unwanted and greatly feared by-product .,nuclear energy,PRO,19491,NEU,neutralized
train,"The facts , however , are much uglier .",marijuana legalization,NEU,13977,PRO,polarized
train,The “ chain reaction ” that is necessary to get the fission process going has to be relentlessly monitored to keep it within tolerable limits .,nuclear energy,CON,21873,PRO,flipped
train,The Bush administration gave the nuclear industry $ 18.5 billion in loan guarantees to try to encourage investment in new nuclear plants .,nuclear energy,PRO,19289,NEU,neutralized
train,Lethal injection is painless .,death penalty,PRO,9789,PRO,correct
dev,International experts agree that there will continue to be disastrous failures at nuclear power stations and that this can not be avoided2 .,nuclear energy,CON,19831,PRO,flipped
train,"The City Council of Chico , California , has released a report detailing the situation and describing how citizens living near marijuana cultivators are disturbed by the incredible stink emanating from the plants .",marijuana legalization,CON,15254,NEU,neutralized
test,"We know , for example , that the DNA that is present in the zygote is precisely the same DNA that each person possesses at the moment of their death ... We know now that a life in utero dreams , and can feel pain after five months ... Every human life has potential , and every human life is precious . """,abortion,CON,1862,PRO,flipped
train,"Look at the cons associated with conventional nuclear reactors … high operating pressure and temperature , massive size of containment structures , waste by products , potential for catastrophic systems failure , ad nauseam and they built them anyway !",nuclear energy,CON,19249,PRO,flipped
test,"With so many weapons and so few controls on who can own the weapons , there is simply no realistic way to keep these guns from falling into the hands of violent criminals and disturbed people .",gun control,PRO,12027,NEU,neutralized
train,"We can talk about feelings without it , but we can not talk about justice .",abortion,NEU,1763,CON,polarized
train,AAVS will continue to take the lead in protecting animals from the threats of pet cloning and educating the public about the truth behind pet cloning .,cloning,CON,5550,CON,correct
train,"If you doubt this logic , try this fact : Raising the minimum wage could lead to a 0.3 % increase of the GDP -- or nearly $ 48 million more in household spending per year .",minimum wage,PRO,18034,CON,flipped
train,"So , I ’m not really surprised that left post-Keynesians are so easily seduced by limits to growth .",nuclear energy,NEU,19199,NEU,correct
train,Inconsistent minimum wage laws around the country can keep some workers living below the poverty line while others are able to provide for themselves .,minimum wage,PRO,17478,NEU,neutralized
dev,I do agree that if more members of the public were aware if the limitations of renewables and the need for nuclear power it is more likely that action would be taken .,nuclear energy,PRO,19214,PRO,correct
dev,"If you become a person when you can feel pain , then it makes sense to oppose abortion after a fetus can feel pain .",abortion,CON,204,NEU,neutralized
train,Legalization will mean that marijuana businesses can promote their products and package them in attractive ways to increase their market share .,marijuana legalization,PRO,15409,CON,flipped
test,It asked for the cessation of all uranium mining and development operations .,nuclear energy,NEU,19481,CON,polarized
train,Current laws are often poorly executed .,gun control,CON,13953,CON,correct
train,"However , natural gas is still a carbon-emitting technology and contributes to climate change .",nuclear energy,PRO,19918,CON,flipped
train,One study concluded that 'Em ployers are disinclined to hire workers because the US federal minimum wage is very high relative to the local average ' .,minimum wage,CON,18728,NEU,neutralized
test,More than half a century after Eisenhower 's speech the planet is left with the legacy of nuclear waste .,nuclear energy,CON,20527,PRO,flipped
train,The homogeneity that results in this can get in the way of the student ’s creativity and artistic freedom .,school uniforms,CON,22946,NEU,neutralized
dev,"But in each of these surveys , among respondents who said they would vote only for a candidate who shared their abortion views , pro-lifers outnumbered pro-choicers .",abortion,NEU,231,CON,polarized
